#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-09-06T20:41:36 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ59b05d086866	
#INFO	-out.max=1000	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43/table6&HTTPPRM:&&-ref=VIZ59b05d086866&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/A+A/559/A43/table6&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&Vperp=< 2 & >-2&-out=M&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-sort=_r
#-order=I
#-out.src=J/A+A/559/A43/table6
#-sort=_r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#Vperp=< 2 & >-2
#-out=M
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#

#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
_RAJ2000	_DEJ2000	Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag
068.122639	+20.735521	     415	068.1226389	+20.7355211	 79.98	 -32.69	17.01	13.02	38.47	24.08	-0.12	 0.29	11.762	 0.027	11.192	 0.030	10.890	 0.019
068.157729	+19.046707	     416	068.1577289	+19.0467069	114.90	 -46.10	24.78	 6.28	38.73	23.66	-1.01	 0.30	10.794	 0.027	10.177	 0.034	 9.979	 0.019
068.170608	+19.113482	     417	068.1706078	+19.1134817	 93.58	 -36.66	20.12	 4.02	38.73	23.67	-0.77	 0.78	 8.569	 0.024	 8.032	 0.042	 7.898	 0.034
068.188876	+25.092769	     418	068.1888758	+25.0927694	 88.57	 -45.27	18.65	10.34	37.70	25.27	 0.45	 0.22	12.075	 0.021	11.465	 0.022	11.205	 0.021
068.189193	+12.066676	     419	068.1891931	+12.0666764	103.76	 -16.16	22.11	 3.97	39.42	22.51	-0.37	 0.34	10.846	 0.021	10.227	 0.018	 9.989	 0.019
068.208793	+16.005818	     420	068.2087931	+16.0058178	101.72	 -28.54	21.75	 1.09	39.12	23.02	-0.43	 1.05	 7.285	 0.021	 6.859	 0.016	 6.770	 0.016
068.247710	+15.818973	     421	068.2477103	+15.8189728	 98.76	 -23.77	20.97	 1.79	39.15	22.97	 0.31	 1.02	 7.323	 0.019	 7.017	 0.020	 6.941	 0.026
068.270924	+23.555037	     422	068.2709242	+23.5550369	 93.34	 -45.35	19.86	 7.08	38.04	24.77	 0.09	 0.26	11.652	 0.021	11.016	 0.021	10.758	 0.018
068.313215	-03.791128	     423	068.3132147	-03.7911283	 79.79	  23.26	16.72	23.12	38.81	23.53	-1.27	 0.20	12.535	 0.026	11.970	 0.026	11.621	 0.028
068.349077	+23.990831	     425	068.3490767	+23.9908308	 96.65	 -52.36	20.96	 6.21	37.98	24.85	-0.72	 0.72	 8.914	 0.020	 8.242	 0.027	 8.028	 0.026
068.404921	+21.150853	     428	068.4049206	+21.1508533	108.93	 -45.20	23.27	 4.91	38.51	24.02	 0.12	 0.75	 8.427	 0.023	 7.835	 0.020	 7.686	 0.026
068.408188	+16.762500	     429	068.4081878	+16.7624997	 96.08	 -24.57	20.40	 2.87	39.11	23.03	 0.66	 0.91	 7.839	 0.021	 7.420	 0.026	 7.351	 0.024
068.424706	+19.014031	     430	068.4247056	+19.0140314	103.55	 -34.95	22.05	 2.31	38.84	23.49	 0.38	 0.74	 8.535	 0.021	 7.977	 0.020	 7.820	 0.023
068.428389	+18.766443	     431	068.4283892	+18.7664433	112.74	 -42.85	24.39	 5.64	38.87	23.43	-0.66	 0.30	10.907	 0.020	10.321	 0.021	10.046	 0.020
068.444342	+13.251884	     432	068.4443422	+13.2518836	102.85	 -17.81	22.02	 3.09	39.44	22.47	 0.11	 1.42	 5.759	 0.020	 5.612	 0.018	 5.558	 0.023
068.462156	+14.844423	     433	068.4621564	+14.8444231	103.22	 -26.49	22.27	 2.31	39.32	22.67	-0.62	 2.11	 4.311	 0.262	 4.288	 0.228	 4.074	 0.036
068.481082	+18.380753	     434	068.4810817	+18.3807533	103.87	 -35.95	22.35	 2.31	38.94	23.32	-0.18	 0.20	11.849	 0.020	11.241	 0.023	10.966	 0.018
068.486318	+16.869062	     435	068.4863183	+16.8690622	 98.81	 -22.96	20.87	 1.91	39.13	23.00	 1.26	 0.37	10.859	 0.020	10.229	 0.022	 9.962	 0.019
068.522132	+14.217546	     437	068.5221322	+14.2175461	 79.84	 -15.16	17.09	12.46	39.40	22.54	 0.41	 0.66	 9.531	 0.021	 8.861	 0.033	 8.690	 0.018
068.546453	+11.557920	     438	068.5464525	+11.5579197	 90.10	 -19.41	19.59	 6.54	39.58	22.22	-1.93	 0.75	 8.890	 0.023	 8.300	 0.046	 8.059	 0.029
068.634000	+15.827556	     439	068.6340000	+15.8275561	 86.81	 -20.40	18.60	 7.58	39.29	22.72	 0.54	 0.91	 8.061	 0.021	 7.670	 0.023	 7.553	 0.026
068.647122	+15.504619	     440	068.6471217	+15.5046189	100.02	 -28.37	21.74	 1.57	39.33	22.66	-0.70	 1.14	 6.745	 0.018	 6.552	 0.031	 6.445	 0.026
068.662858	+06.633896	     441	068.6628583	+06.6338956	 72.07	   5.97	15.58	20.32	39.71	21.98	 1.19	 0.31	11.725	 0.021	11.174	 0.030	10.930	 0.021
068.666401	+15.209052	     442	068.6664008	+15.2090525	100.65	 -31.54	22.08	 2.00	39.36	22.60	-1.51	 0.65	 9.042	 0.030	 8.410	 0.021	 8.235	 0.021
068.708723	+20.394591	     443	068.7087233	+20.3945906	 98.46	 -39.26	21.24	 3.33	38.74	23.65	 0.09	 0.74	 8.654	 0.029	 8.030	 0.023	 7.914	 0.024
068.760626	+08.658490	     444	068.7606264	+08.6584900	 87.21	  -3.90	18.88	 9.71	39.75	21.91	-0.19	 0.79	 8.828	 0.021	 8.142	 0.021	 7.973	 0.020
068.773207	+13.173676	     446	068.7732069	+13.1736758	102.24	 -14.72	22.01	 3.23	39.57	22.24	 0.75	 0.37	10.675	 0.021	10.100	 0.022	 9.825	 0.018
068.804896	+22.989025	     447	068.8048961	+22.9890247	 93.85	 -47.83	20.54	 5.86	38.33	24.31	-0.48	 0.33	11.127	 0.022	10.530	 0.021	10.250	 0.018
068.852748	+10.747936	     448	068.8527483	+10.7479361	109.16	  -8.60	23.64	 6.26	39.73	21.95	 0.52	 0.27	11.179	 0.026	10.547	 0.032	10.282	 0.019
068.868504	+15.399264	     449	068.8685036	+15.3992636	 95.15	 -30.23	20.99	 2.18	39.42	22.50	-1.41	 0.29	11.320	 0.022	10.721	 0.022	10.438	 0.018
068.888676	+13.427613	     450	068.8886761	+13.4276128	 61.16	 -13.87	13.39	28.63	39.59	22.19	-0.83	 0.38	11.726	 0.021	11.133	 0.020	10.874	 0.020
068.952128	+13.288061	     451	068.9521283	+13.2880611	 86.74	 -20.24	19.05	 6.99	39.63	22.13	-1.05	 0.42	10.731	 0.022	10.108	 0.022	 9.867	 0.018
068.966729	+19.795842	     452	068.9667292	+19.7958419	 95.69	 -38.86	20.96	 3.22	38.92	23.35	-0.34	 0.38	10.733	 0.022	10.136	 0.022	 9.862	 0.020
069.000366	+16.540768	     453	069.0003658	+16.5407681	 88.96	 -27.47	19.51	 5.16	39.35	22.62	-0.44	 0.86	 8.358	 0.058	 7.822	 0.024	 7.627	 0.026
069.017386	+18.888563	     454	069.0173856	+18.8885625	 87.80	 -37.15	19.53	 5.42	39.07	23.10	-1.23	 0.57	 9.772	 0.022	 9.148	 0.027	 8.918	 0.023
069.021930	+15.684009	     455	069.0219297	+15.6840086	 90.71	 -24.15	19.82	 4.48	39.45	22.45	-0.11	 0.92	 7.860	 0.018	 7.505	 0.021	 7.373	 0.015
069.121410	+23.340858	     456	069.1214097	+23.3408583	111.39	 -52.44	24.07	 7.13	38.38	24.24	 0.63	 1.54	 5.205	 0.037	 5.062	 0.015	 4.985	 0.020
069.128364	+19.090891	     457	069.1283642	+19.0908906	 79.42	 -29.38	17.39	11.50	39.08	23.08	 0.01	 0.48	10.590	 0.022	 9.968	 0.024	 9.707	 0.020
069.158446	+23.041992	     458	069.1584458	+23.0419917	 97.72	 -49.06	21.48	 5.36	38.45	24.13	-0.15	 0.47	10.155	 0.023	 9.538	 0.020	 9.298	 0.020
069.162270	+18.615746	     459	069.1622703	+18.6157456	103.91	 -40.49	23.02	 3.60	39.16	22.95	-0.68	 0.51	 9.777	 0.022	 9.153	 0.023	 8.940	 0.020
069.169678	+15.869329	     460	069.1696775	+15.8693294	 95.15	 -22.58	20.70	 2.65	39.48	22.39	 0.66	 1.46	 5.779	 0.020	 5.609	 0.018	 5.556	 0.021
069.201016	+27.132183	     461	069.2010158	+27.1321833	234.62	-151.82	52.10	27.69	37.60	25.42	-0.47	 0.93	 5.945	 0.023	 5.400	 0.018	 5.240	 0.023
069.225943	+24.498910	     462	069.2259425	+24.4989097	 87.86	 -41.03	18.70	 9.98	38.18	24.54	 1.45	 0.17	12.515	 0.022	11.910	 0.021	11.645	 0.021
069.271547	+20.718149	     464	069.2715469	+20.7181489	 76.27	 -37.85	17.21	12.45	38.89	23.41	-1.39	 0.38	11.113	 0.020	10.523	 0.021	10.281	 0.020
069.291292	+12.105538	     465	069.2912925	+12.1055381	 89.67	 -14.33	19.77	 6.03	39.83	21.77	-0.22	 0.25	11.714	 0.024	11.126	 0.022	10.827	 0.018
069.310691	+11.324127	     466	069.3106911	+11.3241267	 89.97	 -13.46	19.88	 6.29	39.87	21.69	-0.54	 0.25	11.634	 0.024	11.067	 0.031	10.784	 0.020
069.341250	+19.354842	     467	069.3412497	+19.3548422	 88.28	 -33.57	19.45	 5.85	39.12	23.02	 0.04	 0.51	10.182	 0.023	 9.572	 0.021	 9.311	 0.018
069.383280	+15.146452	     468	069.3832797	+15.1464517	 95.82	 -19.10	20.91	 2.66	39.63	22.12	 1.03	 1.23	 6.365	 0.021	 6.099	 0.017	 5.992	 0.021
069.383869	+16.758827	     469	069.3838689	+16.7588267	 90.27	 -24.10	19.75	 4.68	39.47	22.42	 0.69	 0.43	10.633	 0.024	10.011	 0.026	 9.723	 0.021
069.433788	+04.901844	     470	069.4337878	+04.9018442	 94.36	  10.98	20.92	 9.96	39.97	21.51	 0.69	 0.40	10.620	 0.024	10.033	 0.022	 9.749	 0.024
069.492673	+04.669778	     471	069.4926733	+04.6697775	 92.37	   8.72	20.47	10.47	39.98	21.49	 0.06	 0.70	 8.960	 0.029	 8.312	 0.046	 8.149	 0.029
069.539344	+16.033289	     472	069.5393442	+16.0332886	109.97	 -40.95	24.99	 6.58	39.60	22.18	-1.87	 1.58	 5.398	 0.364	 4.995	 0.016	 4.977	 0.018
069.539429	+12.510836	     473	069.5394292	+12.5108358	102.41	 -15.79	22.69	 4.42	39.89	21.65	 0.22	 2.26	 4.117	 0.258	 4.078	 0.228	 4.105	 0.334
069.539513	+11.318142	     474	069.5395125	+11.3181422	 86.88	  -9.00	19.23	 7.59	39.96	21.53	 0.47	 0.30	11.410	 0.021	10.805	 0.030	10.529	 0.020
069.543976	+15.821511	     475	069.5439764	+15.8215106	 95.09	 -27.04	21.17	 2.24	39.62	22.14	-0.25	 0.27	11.384	 0.021	10.790	 0.022	10.526	 0.020
069.603941	+17.542433	     476	069.6039411	+17.5424325	 90.96	 -34.32	20.52	 3.19	39.45	22.44	-0.97	 0.97	 7.890	 0.027	 7.329	 0.031	 7.138	 0.023
069.680835	+21.737336	     477	069.6808347	+21.7373358	106.73	 -49.55	23.79	 6.07	38.86	23.45	 0.01	 0.18	11.950	 0.022	11.341	 0.022	11.073	 0.018
069.713713	+23.149969	     478	069.7137131	+23.1499686	103.95	 -56.08	23.47	 6.50	38.62	23.85	-0.54	 1.19	 6.454	 0.021	 6.198	 0.016	 6.162	 0.023
069.728013	+19.182218	     479	069.7280128	+19.1822181	 94.00	 -37.72	21.11	 3.05	39.28	22.74	-0.34	 0.48	10.163	 0.020	 9.506	 0.021	 9.266	 0.020
069.738810	+14.105577	     480	069.7388103	+14.1055769	103.25	 -22.62	23.06	 4.12	39.85	21.73	-0.01	 1.11	 6.814	 0.037	 6.520	 0.029	 6.443	 0.021
069.775661	+07.870982	     481	069.7756608	+07.8709822	 94.38	  -2.25	21.11	 7.60	40.13	21.20	-0.21	 1.86	 5.180	 0.254	 4.928	 0.029	 4.808	 0.020
069.818759	+15.917973	     482	069.8187594	+15.9179731	 83.14	 -20.97	18.49	 8.12	39.71	21.98	 0.55	 2.27	 4.682	 0.294	 4.547	 0.222	 4.229	 0.036
069.935833	-13.250216	     483	069.9358325	-13.2502156	 90.72	  59.79	20.26	25.01	37.60	25.43	-0.26	 0.35	11.018	 0.023	10.411	 0.023	10.110	 0.019
069.935961	+23.532752	     484	069.9359606	+23.5327517	 86.66	 -50.79	19.95	 7.23	38.62	23.85	-1.05	 0.17	12.474	 0.023	11.885	 0.020	11.538	 0.018
069.937407	+18.094783	     485	069.9374067	+18.0947831	103.54	 -38.69	23.43	 4.35	39.50	22.36	-0.42	 0.13	12.689	 0.023	12.048	 0.021	11.736	 0.021
069.962386	+12.728474	     486	069.9623858	+12.7284742	102.79	 -17.86	23.12	 4.88	40.03	21.39	 0.04	 0.81	 8.089	 0.021	 7.602	 0.023	 7.480	 0.023
069.964993	+19.659566	     487	069.9649931	+19.6595664	 88.60	 -41.18	20.36	 4.35	39.29	22.72	-1.17	 0.30	11.365	 0.022	10.774	 0.022	10.441	 0.017
069.982927	+21.494367	     488	069.9829267	+21.4943667	 70.69	 -32.23	15.87	17.47	39.01	23.21	 0.15	 0.57	10.317	 0.020	 9.612	 0.020	 9.423	 0.017
069.987927	+23.137881	     489	069.9879267	+23.1378806	103.19	 -52.88	23.20	 6.32	38.71	23.70	 0.08	 0.69	 8.738	 0.026	 8.059	 0.020	 7.915	 0.024
070.022136	+34.067567	     490	070.0221361	+34.0675669	 79.59	 -76.83	18.90	16.48	35.96	27.70	-1.64	 0.16	12.729	 0.021	12.109	 0.028	11.856	 0.025
070.024341	+23.304542	     491	070.0243408	+23.3045419	 73.12	 -40.31	16.68	15.13	38.69	23.73	-0.52	 0.98	 7.996	 0.020	 7.631	 0.016	 7.565	 0.020
070.038395	+25.592400	     492	070.0383950	+25.5923997	 99.64	 -64.18	22.95	 7.78	38.23	24.47	-0.84	 0.83	 8.168	 0.023	 7.583	 0.027	 7.385	 0.021
070.052968	+19.286096	     493	070.0529683	+19.2860956	 94.14	 -40.78	21.53	 3.08	39.38	22.57	-0.77	 0.50	 9.948	 0.021	 9.363	 0.023	 9.120	 0.022
070.106129	+16.513689	     494	070.1061294	+16.5136892	 96.02	 -29.09	21.71	 2.34	39.75	21.91	 0.00	 1.07	 7.358	 0.026	 6.809	 0.021	 6.685	 0.023
070.117786	+18.087769	     495	070.1177858	+18.0877692	113.81	 -41.30	25.80	 7.93	39.56	22.24	-0.15	 0.33	10.636	 0.021	10.027	 0.019	 9.757	 0.016
070.137556	+18.028386	     496	070.1375564	+18.0283864	 61.98	 -22.19	14.05	25.07	39.58	22.22	-0.09	 0.21	12.830	 0.021	12.204	 0.019	11.917	 0.022
070.216857	+09.087588	     499	070.2168572	+09.0875875	 96.65	 -11.23	22.00	 6.63	40.28	20.92	-1.25	 0.22	11.696	 0.022	11.132	 0.030	10.823	 0.022
070.238382	+04.848485	     500	070.2383817	+04.8484850	 74.09	   5.68	16.81	17.28	40.26	20.96	-0.21	 0.23	12.236	 0.021	11.602	 0.028	11.353	 0.021
070.258085	+19.909414	     501	070.2580853	+19.9094139	111.01	 -43.72	25.01	 7.15	39.36	22.61	 0.46	 0.13	12.627	 0.019	12.047	 0.019	11.702	 0.018
070.334214	+33.522652	     502	070.3342144	+33.5226525	 67.07	 -50.34	14.51	28.14	36.22	27.35	 1.71	 1.03	 8.113	 0.021	 7.786	 0.042	 7.689	 0.016
070.365909	+14.076109	     503	070.3659092	+14.0761089	 86.90	 -21.93	19.93	 5.16	40.08	21.31	-0.55	 0.60	 9.576	 0.021	 8.938	 0.024	 8.712	 0.021
070.369859	+12.009335	     504	070.3698586	+12.0093350	 94.37	 -15.67	21.56	 4.59	40.22	21.04	-0.22	 0.57	 9.613	 0.022	 8.981	 0.022	 8.754	 0.020
070.445297	+07.275691	     506	070.4452967	+07.2756908	 80.14	  -1.10	18.32	12.02	40.38	20.73	-0.38	 0.29	11.537	 0.022	11.014	 0.030	10.707	 0.025
070.518939	+11.920461	     507	070.5189386	+11.9204606	 81.49	 -11.08	18.63	 8.92	40.28	20.92	 0.36	 0.56	 9.988	 0.022	 9.365	 0.022	 9.119	 0.017
070.551887	+14.147606	     508	070.5518869	+14.1476061	 93.17	 -22.15	21.42	 3.43	40.14	21.20	-0.16	 0.21	11.889	 0.021	11.295	 0.023	11.011	 0.018
070.578425	+17.693971	     509	070.5784247	+17.6939708	 83.70	 -32.75	19.47	 5.83	39.77	21.87	-0.80	 0.38	10.860	 0.024	10.283	 0.027	10.020	 0.022
070.712218	+19.487176	     510	070.7122183	+19.4871764	 84.98	 -39.14	19.94	 5.32	39.57	22.23	-0.89	 0.38	10.822	 0.025	10.224	 0.034	 9.994	 0.020
070.717377	+23.339572	     511	070.7173772	+23.3395725	 79.48	 -46.69	18.70	 9.64	38.92	23.36	-0.82	 0.40	10.885	 0.027	10.207	 0.034	10.010	 0.019
070.743692	+20.604842	     512	070.7436917	+20.6048419	 83.10	 -38.93	19.32	 7.01	39.41	22.51	-0.33	 0.38	10.892	 0.025	10.349	 0.034	10.084	 0.019
070.802804	+15.314931	     513	070.8028044	+15.3149314	 61.68	 -20.89	14.51	22.88	40.12	21.23	-1.28	 0.60	10.248	 0.020	 9.611	 0.022	 9.395	 0.017
070.815394	+17.069122	     514	070.8153939	+17.0691219	 93.48	 -30.51	21.60	 2.88	39.93	21.58	 0.12	 0.87	 8.002	 0.020	 7.528	 0.021	 7.396	 0.016
070.820694	+02.007284	     515	070.8206944	+02.0072836	 87.93	  21.24	20.57	12.72	40.33	20.82	 1.12	 0.41	10.638	 0.026	10.035	 0.026	 9.741	 0.026
070.853146	+24.296678	     516	070.8531464	+24.2966783	 92.87	 -58.78	22.06	 6.75	38.77	23.60	-0.98	 0.46	10.191	 0.020	 9.531	 0.019	 9.316	 0.016
071.107618	+11.146132	     518	071.1076178	+11.1461317	 98.77	 -15.51	23.18	 6.18	40.52	20.44	-0.50	 1.78	 4.962	 0.248	 4.732	 0.027	 4.733	 0.020
071.118194	+17.853077	     519	071.1181939	+17.8530772	 64.92	 -20.76	14.97	20.84	39.94	21.57	 0.87	 0.36	11.579	 0.021	10.988	 0.022	10.725	 0.018
071.146450	+17.451193	     520	071.1464500	+17.4511933	 79.72	 -24.18	18.39	 8.75	40.00	21.46	 0.93	 0.26	11.802	 0.020	11.295	 0.022	10.948	 0.018
071.251052	+17.272151	     522	071.2510519	+17.2721511	 72.90	 -28.55	17.37	11.79	40.06	21.35	-0.84	 0.23	12.163	 0.023	11.551	 0.023	11.252	 0.021
071.331726	+13.574288	     523	071.3317264	+13.5742881	 82.47	 -15.87	19.33	 6.96	40.45	20.59	 0.53	 0.66	 9.366	 0.026	 8.669	 0.031	 8.436	 0.021
071.385686	+16.598257	     524	071.3856864	+16.5982569	 74.79	 -25.77	17.76	10.62	40.18	21.11	-0.35	 0.24	12.009	 0.021	11.465	 0.022	11.143	 0.018
071.507252	+11.705586	     525	071.5072517	+11.7055864	 66.42	  -9.03	15.71	18.42	40.63	20.23	 0.38	 2.14	 4.996	 0.018	 5.023	 0.031	 4.974	 0.020
071.521731	+15.889994	     526	071.5217306	+15.8899942	 77.64	 -29.97	18.85	 7.69	40.30	20.88	-1.55	 0.23	11.922	 0.021	11.314	 0.023	11.067	 0.021
071.538295	+06.750069	     527	071.5382953	+06.7500689	 91.08	   5.42	21.64	 8.76	40.76	19.97	 0.77	 0.43	10.395	 0.023	 9.817	 0.031	 9.522	 0.020
071.578308	+03.636337	     528	071.5783078	+03.6363367	 93.69	  13.29	22.31	11.05	40.69	20.11	 0.19	 0.73	 8.570	 0.018	 7.984	 0.036	 7.826	 0.020
071.613086	+17.626616	     529	071.6130861	+17.6266164	 90.06	 -34.05	21.52	 3.56	40.13	21.20	-0.23	 0.25	11.467	 0.022	10.867	 0.022	10.618	 0.018
071.626610	+15.472052	     530	071.6266100	+15.4720519	 86.93	 -23.84	20.62	 4.33	40.38	20.72	 0.30	 1.09	 7.098	 0.026	 6.843	 0.020	 6.738	 0.033
071.706064	+17.748326	     533	071.7060636	+17.7483264	 98.08	 -32.79	23.14	 4.71	40.15	21.17	 0.71	 0.89	 7.798	 0.037	 7.298	 0.018	 7.171	 0.024
071.720391	+12.883862	     534	071.7203908	+12.8838619	 86.48	 -15.64	20.59	 5.35	40.63	20.23	 0.36	 0.36	10.896	 0.020	10.275	 0.022	10.017	 0.017
071.776798	+15.728274	     537	071.7767978	+15.7282742	 63.88	 -21.10	15.42	19.04	40.41	20.68	-0.54	 0.90	 8.460	 0.023	 8.062	 0.023	 8.013	 0.021
071.787224	+20.882316	     538	071.7872239	+20.8823156	 99.52	 -49.49	23.97	 6.55	39.71	21.98	-0.24	 0.82	 7.966	 0.027	 7.436	 0.023	 7.337	 0.021
071.790641	+24.020036	     539	071.7906411	+24.0200364	 94.55	 -52.62	22.29	 6.94	39.13	23.01	 0.63	 0.61	 9.281	 0.022	 8.643	 0.023	 8.412	 0.017
071.813938	-03.394594	     540	071.8139378	-03.3945939	 81.92	  36.38	20.04	17.60	40.14	21.18	 1.08	 0.15	12.669	 0.027	12.090	 0.027	11.742	 0.023
071.815720	+13.557083	     541	071.8157203	+13.5570828	 87.96	 -14.81	20.84	 4.85	40.62	20.26	 1.09	 0.18	12.328	 0.036	11.739	 0.036	11.356	 0.025
071.827121	+06.453211	     542	071.8271206	+06.4532108	107.73	  10.09	25.89	11.33	40.86	19.77	 1.23	 0.65	 8.651	 0.023	 8.025	 0.053	 7.875	 0.026
071.850921	+22.663503	     543	071.8509206	+22.6635025	 87.16	 -43.88	20.54	 6.60	39.41	22.51	 0.78	 0.14	12.883	 0.021	12.269	 0.024	11.965	 0.020
071.859123	+23.050922	     544	071.8591228	+23.0509222	 81.07	 -41.33	19.04	 9.09	39.34	22.64	 0.91	 0.78	 8.690	 0.039	 8.134	 0.026	 7.995	 0.033
071.897232	+14.889090	     545	071.8972317	+14.8890903	 88.84	 -22.62	21.26	 4.10	40.53	20.43	 0.36	 0.67	 8.910	 0.026	 8.309	 0.016	 8.170	 0.017
071.904712	+10.233000	     546	071.9047117	+10.2330000	 70.20	  -4.81	16.82	15.01	40.83	19.82	 0.73	 0.44	10.847	 0.022	10.246	 0.031	 9.984	 0.020
071.906546	+18.258726	     547	071.9065458	+18.2587264	 80.96	 -36.64	19.87	 5.71	40.15	21.18	-1.06	 1.06	 7.217	 0.019	 6.901	 0.024	 6.837	 0.018
071.916616	-20.176099	     548	071.9166164	-20.1760986	 91.89	  79.09	21.04	29.95	36.27	27.28	-1.46	 0.45	10.350	 0.022	 9.731	 0.022	 9.471	 0.020
071.924160	+26.150231	     549	071.9241600	+26.1502306	110.51	 -83.08	27.60	12.56	38.70	23.71	-1.28	 0.65	 8.430	 0.018	 7.877	 0.023	 7.717	 0.027
071.956956	+12.691449	     550	071.9569556	+12.6914494	 70.16	 -15.67	17.00	13.70	40.73	20.04	-0.55	 0.36	11.337	 0.021	10.713	 0.024	10.455	 0.018
071.975226	+07.370719	     551	071.9752258	+07.3707192	 66.46	   3.07	16.03	18.83	40.91	19.66	 0.95	 0.27	12.053	 0.023	11.460	 0.027	11.152	 0.022
071.982110	+25.579765	     552	071.9821100	+25.5797647	 73.88	 -41.04	17.03	15.35	38.85	23.47	 1.67	 0.48	10.631	 0.021	10.011	 0.019	 9.771	 0.018
072.003694	+17.056017	     553	072.0036939	+17.0560172	 86.20	 -30.25	20.80	 4.25	40.33	20.82	 0.03	 0.89	 8.214	 0.026	 7.592	 0.042	 7.374	 0.023
072.123938	+20.446023	     555	072.1239378	+20.4460233	 67.57	 -39.12	17.04	13.54	39.89	21.66	-1.74	 0.17	12.783	 0.021	12.165	 0.023	11.874	 0.022
072.127667	+16.388535	     556	072.1276667	+16.3885350	 88.47	 -35.80	21.93	 3.93	40.45	20.59	-1.34	 0.59	 9.415	 0.024	 8.773	 8.888	 8.543	 0.017
